video_id,kind,text_idx,word_count,scene_axis_count,scene_term_density_per_100w,has_who_role,has_action_relation,has_spatial_relation,has_count,n_who_role,n_action_relation,n_spatial_relation,n_count
3su234u58DA_000172_000182,vatex_caption,5,15,3,33.333333333333336,1,1,0,1,3,1,0,1
3su234u58DA_000172_000182,vatex_caption,6,16,3,25.0,1,1,0,1,2,1,0,1
3su234u58DA_000172_000182,vatex_caption,7,17,2,11.764705882352942,1,1,0,0,1,1,0,0
3su234u58DA_000172_000182,vatex_caption,8,15,3,26.666666666666668,1,0,1,1,2,0,1,1
3su234u58DA_000172_000182,vatex_caption,9,15,2,20.0,1,1,0,0,2,1,0,0
wbOD_G3ttgU_000083_000093,professional_ad,0,55,3,14.545454545454545,1,1,0,1,2,5,0,1
wbOD_G3ttgU_000083_000093,vatex_caption,0,13,3,23.076923076923077,1,1,0,1,1,1,0,1
wbOD_G3ttgU_000083_000093,vatex_caption,1,10,3,40.0,1,1,0,1,1,2,0,1
wbOD_G3ttgU_000083_000093,vatex_caption,2,12,4,50.0,1,1,1,1,2,2,1,1
wbOD_G3ttgU_000083_000093,vatex_caption,3,10,3,30.0,1,1,0,1,1,1,0,1
wbOD_G3ttgU_000083_000093,vatex_caption,4,12,3,41.666666666666664,1,1,0,1,1,3,0,1
wbOD_G3ttgU_000083_000093,vatex_caption,5,11,3,45.45454545454545,1,1,0,1,2,2,0,1
wbOD_G3ttgU_000083_000093,vatex_caption,6,11,2,27.272727272727273,1,1,0,0,1,2,0,0
wbOD_G3ttgU_000083_000093,vatex_caption,7,17,3,29.41176470588235,1,1,0,1,2,2,0,1
wbOD_G3ttgU_000083_000093,vatex_caption,8,10,3,30.0,1,1,0,1,1,1,0,1
wbOD_G3ttgU_000083_000093,vatex_caption,9,11,4,36.36363636363637,1,1,1,1,1,1,1,1
z8Q-s8AthrA_000002_000012,professional_ad,0,69,3,11.594202898550725,1,1,1,0,2,4,2,0
z8Q-s8AthrA_000002_000012,vatex_caption,0,17,2,17.647058823529413,1,1,0,0,1,2,0,0
z8Q-s8AthrA_000002_000012,vatex_caption,1,33,3,27.272727272727273,1,1,1,0,3,4,2,0
z8Q-s8AthrA_000002_000012,vatex_caption,2,12,2,25.0,1,1,0,0,1,2,0,0
z8Q-s8AthrA_000002_000012,vatex_caption,3,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
z8Q-s8AthrA_000002_000012,vatex_caption,4,14,3,35.714285714285715,1,1,1,0,1,2,2,0
z8Q-s8AthrA_000002_000012,vatex_caption,5,10,1,10.0,1,0,0,0,1,0,0,0
z8Q-s8AthrA_000002_000012,vatex_caption,6,20,2,15.0,1,1,0,0,1,2,0,0
z8Q-s8AthrA_000002_000012,vatex_caption,7,10,2,30.0,1,1,0,0,1,2,0,0
z8Q-s8AthrA_000002_000012,vatex_caption,8,11,2,27.272727272727273,1,1,0,0,1,2,0,0
z8Q-s8AthrA_000002_000012,vatex_caption,9,14,3,35.714285714285715,1,1,1,0,1,1,3,0
_oAKCHh_Av4_000003_000013,professional_ad,0,48,4,10.416666666666666,1,1,1,1,2,1,1,1
_oAKCHh_Av4_000003_000013,vatex_caption,0,15,1,6.666666666666667,1,0,0,0,1,0,0,0
_oAKCHh_Av4_000003_000013,vatex_caption,1,16,1,6.25,1,0,0,0,1,0,0,0
_oAKCHh_Av4_000003_000013,vatex_caption,2,16,1,6.25,0,1,0,0,0,1,0,0
_oAKCHh_Av4_000003_000013,vatex_caption,3,15,2,13.333333333333334,1,0,1,0,1,0,1,0
_oAKCHh_Av4_000003_000013,vatex_caption,4,15,2,20.0,1,1,0,0,2,1,0,0
_oAKCHh_Av4_000003_000013,vatex_caption,5,18,1,5.555555555555555,1,0,0,0,1,0,0,0
_oAKCHh_Av4_000003_000013,vatex_caption,6,22,2,18.181818181818183,1,0,1,0,2,0,2,0
_oAKCHh_Av4_000003_000013,vatex_caption,7,20,2,15.0,1,1,0,0,2,1,0,0
_oAKCHh_Av4_000003_000013,vatex_caption,8,11,2,18.181818181818183,1,1,0,0,1,1,0,0
_oAKCHh_Av4_000003_000013,vatex_caption,9,12,1,8.333333333333334,1,0,0,0,1,0,0,0
v2Hr1CH-yb0_000076_000086,professional_ad,0,62,2,3.225806451612903,1,1,0,0,1,1,0,0
v2Hr1CH-yb0_000076_000086,vatex_caption,0,16,3,18.75,1,0,1,1,1,0,1,1
v2Hr1CH-yb0_000076_000086,vatex_caption,1,11,2,27.272727272727273,1,0,0,1,2,0,0,1
v2Hr1CH-yb0_000076_000086,vatex_caption,2,12,2,25.0,1,0,0,1,2,0,0,1
v2Hr1CH-yb0_000076_000086,vatex_caption,3,18,2,16.666666666666668,1,0,0,1,2,0,0,1
v2Hr1CH-yb0_000076_000086,vatex_caption,4,14,2,21.428571428571427,1,1,0,0,2,1,0,0
v2Hr1CH-yb0_000076_000086,vatex_caption,5,15,1,6.666666666666667,1,0,0,0,1,0,0,0
v2Hr1CH-yb0_000076_000086,vatex_caption,6,14,2,21.428571428571427,1,1,0,0,2,1,0,0
v2Hr1CH-yb0_000076_000086,vatex_caption,7,14,2,21.428571428571427,1,0,0,1,2,0,0,1
v2Hr1CH-yb0_000076_000086,vatex_caption,8,12,3,33.333333333333336,1,1,0,1,1,2,0,1
v2Hr1CH-yb0_000076_000086,vatex_caption,9,14,1,14.285714285714286,0,1,0,0,0,2,0,0
1-jIze6gy0g_000026_000036,professional_ad,0,62,4,11.290322580645162,1,1,1,1,1,1,3,2
1-jIze6gy0g_000026_000036,vatex_caption,0,11,2,18.181818181818183,1,0,0,1,1,0,0,1
1-jIze6gy0g_000026_000036,vatex_caption,1,24,1,4.166666666666667,0,1,0,0,0,1,0,0
1-jIze6gy0g_000026_000036,vatex_caption,2,14,2,14.285714285714286,1,0,1,0,1,0,1,0
1-jIze6gy0g_000026_000036,vatex_caption,3,16,2,12.5,1,0,1,0,1,0,1,0
1-jIze6gy0g_000026_000036,vatex_caption,4,11,2,18.181818181818183,1,0,0,1,1,0,0,1
1-jIze6gy0g_000026_000036,vatex_caption,5,12,2,25.0,1,0,0,1,2,0,0,1
1-jIze6gy0g_000026_000036,vatex_caption,6,10,1,10.0,0,1,0,0,0,1,0,0
1-jIze6gy0g_000026_000036,vatex_caption,7,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
1-jIze6gy0g_000026_000036,vatex_caption,8,12,2,16.666666666666668,1,0,0,1,1,0,0,1
1-jIze6gy0g_000026_000036,vatex_caption,9,19,1,5.2631578947368425,1,0,0,0,1,0,0,0
RjPp0ZPW0yc_000000_000010,professional_ad,0,46,3,13.043478260869565,1,1,1,0,2,3,1,0
RjPp0ZPW0yc_000000_000010,vatex_caption,0,11,2,27.272727272727273,1,1,0,0,1,2,0,0
RjPp0ZPW0yc_000000_000010,vatex_caption,1,17,3,23.529411764705884,1,1,1,0,1,2,1,0
RjPp0ZPW0yc_000000_000010,vatex_caption,2,12,2,25.0,1,1,0,0,1,2,0,0
RjPp0ZPW0yc_000000_000010,vatex_caption,3,18,3,16.666666666666668,1,1,0,1,1,1,0,1
RjPp0ZPW0yc_000000_000010,vatex_caption,4,20,0,0.0,0,0,0,0,0,0,0,0
RjPp0ZPW0yc_000000_000010,vatex_caption,5,12,2,25.0,1,1,0,0,1,2,0,0
RjPp0ZPW0yc_000000_000010,vatex_caption,6,14,2,14.285714285714286,1,1,0,0,1,1,0,0
RjPp0ZPW0yc_000000_000010,vatex_caption,7,13,2,15.384615384615385,1,1,0,0,1,1,0,0
RjPp0ZPW0yc_000000_000010,vatex_caption,8,12,2,25.0,1,1,0,0,1,2,0,0
RjPp0ZPW0yc_000000_000010,vatex_caption,9,11,2,27.272727272727273,1,1,0,0,1,2,0,0
Z5w-wkrjHuw_000345_000355,professional_ad,0,50,3,12.0,1,1,1,0,1,3,2,0
Z5w-wkrjHuw_000345_000355,vatex_caption,0,18,1,5.555555555555555,1,0,0,0,1,0,0,0
Z5w-wkrjHuw_000345_000355,vatex_caption,1,19,3,26.31578947368421,1,1,0,1,2,1,0,2
Z5w-wkrjHuw_000345_000355,vatex_caption,2,15,3,33.333333333333336,1,1,0,1,2,2,0,1
Z5w-wkrjHuw_000345_000355,vatex_caption,3,11,2,18.181818181818183,1,0,0,1,1,0,0,1
Z5w-wkrjHuw_000345_000355,vatex_caption,4,11,2,18.181818181818183,1,0,0,1,1,0,0,1
Z5w-wkrjHuw_000345_000355,vatex_caption,5,16,3,25.0,1,0,1,1,2,0,1,1
Z5w-wkrjHuw_000345_000355,vatex_caption,6,14,2,14.285714285714286,1,0,1,0,1,0,1,0
Z5w-wkrjHuw_000345_000355,vatex_caption,7,12,3,50.0,1,1,0,1,2,3,0,1
Z5w-wkrjHuw_000345_000355,vatex_caption,8,15,2,20.0,0,0,1,1,0,0,2,1
Z5w-wkrjHuw_000345_000355,vatex_caption,9,11,2,27.272727272727273,1,0,0,1,2,0,0,1
8vkNr_eysXY_000002_000012,professional_ad,0,53,3,11.320754716981131,1,1,1,0,2,2,2,0
8vkNr_eysXY_000002_000012,vatex_caption,0,11,2,18.181818181818183,1,1,0,0,1,1,0,0
8vkNr_eysXY_000002_000012,vatex_caption,1,12,1,8.333333333333334,1,0,0,0,1,0,0,0
8vkNr_eysXY_000002_000012,vatex_caption,2,11,1,9.090909090909092,1,0,0,0,1,0,0,0
8vkNr_eysXY_000002_000012,vatex_caption,3,10,2,30.0,1,1,0,0,1,2,0,0
8vkNr_eysXY_000002_000012,vatex_caption,4,15,3,33.333333333333336,1,1,1,0,1,3,1,0
8vkNr_eysXY_000002_000012,vatex_caption,5,12,2,25.0,1,1,0,0,1,2,0,0
8vkNr_eysXY_000002_000012,vatex_caption,6,11,3,27.272727272727273,1,1,1,0,1,1,1,0
8vkNr_eysXY_000002_000012,vatex_caption,7,14,2,21.428571428571427,1,1,0,0,1,2,0,0
8vkNr_eysXY_000002_000012,vatex_caption,8,15,2,20.0,1,0,1,0,2,0,1,0
8vkNr_eysXY_000002_000012,vatex_caption,9,11,2,18.181818181818183,1,1,0,0,1,1,0,0
21T1JDdJgsM_000047_000057,professional_ad,0,54,4,12.962962962962964,1,1,1,1,2,2,2,1
21T1JDdJgsM_000047_000057,vatex_caption,0,22,1,9.090909090909092,1,0,0,0,2,0,0,0
21T1JDdJgsM_000047_000057,vatex_caption,1,20,2,15.0,1,0,1,0,2,0,1,0
21T1JDdJgsM_000047_000057,vatex_caption,2,17,2,11.764705882352942,1,0,1,0,1,0,1,0
21T1JDdJgsM_000047_000057,vatex_caption,3,32,4,21.875,1,1,1,1,3,1,2,1
21T1JDdJgsM_000047_000057,vatex_caption,4,10,1,10.0,1,0,0,0,1,0,0,0
21T1JDdJgsM_000047_000057,vatex_caption,5,26,4,19.23076923076923,1,1,1,1,2,1,1,1
21T1JDdJgsM_000047_000057,vatex_caption,6,16,2,12.5,1,1,0,0,1,1,0,0
21T1JDdJgsM_000047_000057,vatex_caption,7,16,3,31.25,1,1,1,0,2,2,1,0
21T1JDdJgsM_000047_000057,vatex_caption,8,26,3,15.384615384615385,1,1,0,1,2,1,0,1
21T1JDdJgsM_000047_000057,vatex_caption,9,17,3,23.529411764705884,1,1,1,0,2,1,1,0
RlfVK8z5wJ0_000000_000010,professional_ad,0,50,2,6.0,1,1,0,0,1,2,0,0
RlfVK8z5wJ0_000000_000010,vatex_caption,0,15,1,6.666666666666667,1,0,0,0,1,0,0,0
RlfVK8z5wJ0_000000_000010,vatex_caption,1,26,2,11.538461538461538,0,1,1,0,0,2,1,0
RlfVK8z5wJ0_000000_000010,vatex_caption,2,22,2,9.090909090909092,1,1,0,0,1,1,0,0
RlfVK8z5wJ0_000000_000010,vatex_caption,3,11,2,18.181818181818183,1,1,0,0,1,1,0,0
RlfVK8z5wJ0_000000_000010,vatex_caption,4,13,2,15.384615384615385,1,1,0,0,1,1,0,0
RlfVK8z5wJ0_000000_000010,vatex_caption,5,18,3,16.666666666666668,1,1,1,0,1,1,1,0
RlfVK8z5wJ0_000000_000010,vatex_caption,6,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
RlfVK8z5wJ0_000000_000010,vatex_caption,7,17,2,23.529411764705884,1,1,0,0,1,3,0,0
RlfVK8z5wJ0_000000_000010,vatex_caption,8,17,1,11.764705882352942,0,1,0,0,0,2,0,0
RlfVK8z5wJ0_000000_000010,vatex_caption,9,20,3,15.0,1,1,1,0,1,1,1,0
ZcYB6tPK2Eo_000138_000148,professional_ad,0,56,3,10.714285714285714,1,1,1,0,1,4,1,0
ZcYB6tPK2Eo_000138_000148,vatex_caption,0,14,1,7.142857142857143,1,0,0,0,1,0,0,0
ZcYB6tPK2Eo_000138_000148,vatex_caption,1,16,1,6.25,0,1,0,0,0,1,0,0
ZcYB6tPK2Eo_000138_000148,vatex_caption,2,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
ZcYB6tPK2Eo_000138_000148,vatex_caption,3,11,1,9.090909090909092,1,0,0,0,1,0,0,0
ZcYB6tPK2Eo_000138_000148,vatex_caption,4,14,2,14.285714285714286,1,1,0,0,1,1,0,0
ZcYB6tPK2Eo_000138_000148,vatex_caption,5,10,1,10.0,1,0,0,0,1,0,0,0
ZcYB6tPK2Eo_000138_000148,vatex_caption,6,10,2,20.0,1,1,0,0,1,1,0,0
ZcYB6tPK2Eo_000138_000148,vatex_caption,7,15,1,6.666666666666667,1,0,0,0,1,0,0,0
ZcYB6tPK2Eo_000138_000148,vatex_caption,8,15,1,6.666666666666667,0,0,1,0,0,0,1,0
ZcYB6tPK2Eo_000138_000148,vatex_caption,9,15,2,13.333333333333334,1,1,0,0,1,1,0,0
_TKzyWZHjm8_000002_000012,professional_ad,0,65,2,4.615384615384615,1,1,0,0,1,2,0,0
_TKzyWZHjm8_000002_000012,vatex_caption,0,14,1,7.142857142857143,0,0,0,1,0,0,0,1
_TKzyWZHjm8_000002_000012,vatex_caption,1,11,1,9.090909090909092,1,0,0,0,1,0,0,0
_TKzyWZHjm8_000002_000012,vatex_caption,2,13,0,0.0,0,0,0,0,0,0,0,0
_TKzyWZHjm8_000002_000012,vatex_caption,3,11,1,9.090909090909092,1,0,0,0,1,0,0,0
_TKzyWZHjm8_000002_000012,vatex_caption,4,13,2,15.384615384615385,1,1,0,0,1,1,0,0
_TKzyWZHjm8_000002_000012,vatex_caption,5,16,2,12.5,1,1,0,0,1,1,0,0
_TKzyWZHjm8_000002_000012,vatex_caption,6,15,1,6.666666666666667,1,0,0,0,1,0,0,0
_TKzyWZHjm8_000002_000012,vatex_caption,7,12,1,8.333333333333334,1,0,0,0,1,0,0,0
_TKzyWZHjm8_000002_000012,vatex_caption,8,18,3,16.666666666666668,1,1,1,0,1,1,1,0
_TKzyWZHjm8_000002_000012,vatex_caption,9,13,3,23.076923076923077,1,1,1,0,1,1,1,0
AEkLDauJVi0_000069_000079,professional_ad,0,58,3,12.068965517241379,1,1,1,0,2,2,3,0
AEkLDauJVi0_000069_000079,vatex_caption,0,10,1,10.0,1,0,0,0,1,0,0,0
AEkLDauJVi0_000069_000079,vatex_caption,1,10,1,10.0,1,0,0,0,1,0,0,0
AEkLDauJVi0_000069_000079,vatex_caption,2,12,1,8.333333333333334,0,1,0,0,0,1,0,0
AEkLDauJVi0_000069_000079,vatex_caption,3,18,2,11.11111111111111,1,0,1,0,1,0,1,0
AEkLDauJVi0_000069_000079,vatex_caption,4,12,2,16.666666666666668,1,0,1,0,1,0,1,0
AEkLDauJVi0_000069_000079,vatex_caption,5,13,2,15.384615384615385,1,0,1,0,1,0,1,0
AEkLDauJVi0_000069_000079,vatex_caption,6,12,2,16.666666666666668,0,1,0,1,0,1,0,1
AEkLDauJVi0_000069_000079,vatex_caption,7,17,2,17.647058823529413,1,1,0,0,1,2,0,0
AEkLDauJVi0_000069_000079,vatex_caption,8,12,2,16.666666666666668,1,0,1,0,1,0,1,0
AEkLDauJVi0_000069_000079,vatex_caption,9,20,2,10.0,0,1,1,0,0,1,1,0
F-mRnL_XmJU_000000_000010,professional_ad,0,48,3,16.666666666666668,1,1,1,0,4,3,1,0
F-mRnL_XmJU_000000_000010,vatex_caption,0,12,2,25.0,1,1,0,0,2,1,0,0
F-mRnL_XmJU_000000_000010,vatex_caption,1,22,2,9.090909090909092,1,1,0,0,1,1,0,0
F-mRnL_XmJU_000000_000010,vatex_caption,2,13,1,15.384615384615385,1,0,0,0,2,0,0,0
F-mRnL_XmJU_000000_000010,vatex_caption,3,19,3,26.31578947368421,1,1,1,0,2,2,1,0
F-mRnL_XmJU_000000_000010,vatex_caption,4,17,2,17.647058823529413,1,1,0,0,1,2,0,0
F-mRnL_XmJU_000000_000010,vatex_caption,5,15,2,20.0,1,1,0,0,2,1,0,0
F-mRnL_XmJU_000000_000010,vatex_caption,6,11,2,27.272727272727273,1,1,0,0,2,1,0,0
F-mRnL_XmJU_000000_000010,vatex_caption,7,12,2,16.666666666666668,1,1,0,0,1,1,0,0
F-mRnL_XmJU_000000_000010,vatex_caption,8,17,3,29.41176470588235,1,1,1,0,2,1,2,0
F-mRnL_XmJU_000000_000010,vatex_caption,9,14,2,14.285714285714286,1,1,0,0,1,1,0,0
0t0DB1B1w8Y_000000_000010,professional_ad,0,53,4,16.9811320754717,1,1,1,1,3,3,2,1
0t0DB1B1w8Y_000000_000010,vatex_caption,0,18,3,16.666666666666668,0,1,1,1,0,1,1,1
0t0DB1B1w8Y_000000_000010,vatex_caption,1,15,4,33.333333333333336,1,1,1,1,1,1,1,2
0t0DB1B1w8Y_000000_000010,vatex_caption,2,17,4,41.1764705882353,1,1,1,1,2,1,3,1
0t0DB1B1w8Y_000000_000010,vatex_caption,3,13,3,23.076923076923077,0,1,1,1,0,1,1,1
0t0DB1B1w8Y_000000_000010,vatex_caption,4,19,4,26.31578947368421,1,1,1,1,1,1,2,1
0t0DB1B1w8Y_000000_000010,vatex_caption,5,12,3,33.333333333333336,1,1,1,0,1,1,2,0
0t0DB1B1w8Y_000000_000010,vatex_caption,6,11,2,18.181818181818183,1,0,1,0,1,0,1,0
0t0DB1B1w8Y_000000_000010,vatex_caption,7,19,3,21.05263157894737,1,1,1,0,1,2,1,0
0t0DB1B1w8Y_000000_000010,vatex_caption,8,14,4,28.571428571428573,1,1,1,1,1,1,1,1
0t0DB1B1w8Y_000000_000010,vatex_caption,9,21,3,19.047619047619047,1,1,1,0,1,1,2,0
g8Idd47kGqo_000037_000047,professional_ad,0,54,4,18.51851851851852,1,1,1,1,1,5,3,1
g8Idd47kGqo_000037_000047,vatex_caption,0,12,3,33.333333333333336,1,1,1,0,1,2,1,0
g8Idd47kGqo_000037_000047,vatex_caption,1,10,1,30.0,0,1,0,0,0,3,0,0
g8Idd47kGqo_000037_000047,vatex_caption,2,10,2,30.0,1,1,0,0,1,2,0,0
g8Idd47kGqo_000037_000047,vatex_caption,3,10,1,20.0,0,1,0,0,0,2,0,0
g8Idd47kGqo_000037_000047,vatex_caption,4,12,1,16.666666666666668,0,1,0,0,0,2,0,0
g8Idd47kGqo_000037_000047,vatex_caption,5,11,3,36.36363636363637,1,1,1,0,1,2,1,0
g8Idd47kGqo_000037_000047,vatex_caption,6,11,2,18.181818181818183,1,1,0,0,1,1,0,0
g8Idd47kGqo_000037_000047,vatex_caption,7,13,1,7.6923076923076925,1,0,0,0,1,0,0,0
g8Idd47kGqo_000037_000047,vatex_caption,8,16,3,25.0,1,1,1,0,2,1,1,0
g8Idd47kGqo_000037_000047,vatex_caption,9,18,3,16.666666666666668,1,1,1,0,1,1,1,0
crjesEwF0Ks_000197_000207,professional_ad,0,50,3,14.0,1,1,1,0,2,2,3,0
crjesEwF0Ks_000197_000207,vatex_caption,0,11,2,18.181818181818183,1,1,0,0,1,1,0,0
crjesEwF0Ks_000197_000207,vatex_caption,1,11,0,0.0,0,0,0,0,0,0,0,0
crjesEwF0Ks_000197_000207,vatex_caption,2,11,2,18.181818181818183,1,1,0,0,1,1,0,0
crjesEwF0Ks_000197_000207,vatex_caption,3,15,0,0.0,0,0,0,0,0,0,0,0
crjesEwF0Ks_000197_000207,vatex_caption,4,16,2,12.5,1,1,0,0,1,1,0,0
crjesEwF0Ks_000197_000207,vatex_caption,5,11,2,18.181818181818183,1,1,0,0,1,1,0,0
crjesEwF0Ks_000197_000207,vatex_caption,6,18,2,11.11111111111111,1,1,0,0,1,1,0,0
crjesEwF0Ks_000197_000207,vatex_caption,7,20,3,15.0,1,1,1,0,1,1,1,0
crjesEwF0Ks_000197_000207,vatex_caption,8,14,2,14.285714285714286,1,1,0,0,1,1,0,0
crjesEwF0Ks_000197_000207,vatex_caption,9,11,2,18.181818181818183,1,1,0,0,1,1,0,0
ShSSAEfnyDs_000000_000010,professional_ad,0,47,3,19.148936170212767,1,1,1,0,4,2,3,0
ShSSAEfnyDs_000000_000010,vatex_caption,0,16,2,12.5,1,0,0,1,1,0,0,1
ShSSAEfnyDs_000000_000010,vatex_caption,1,17,2,17.647058823529413,1,0,1,0,2,0,1,0
ShSSAEfnyDs_000000_000010,vatex_caption,2,13,3,30.76923076923077,1,1,1,0,2,1,1,0
ShSSAEfnyDs_000000_000010,vatex_caption,3,12,1,16.666666666666668,1,0,0,0,2,0,0,0
ShSSAEfnyDs_000000_000010,vatex_caption,4,14,1,14.285714285714286,1,0,0,0,2,0,0,0
ShSSAEfnyDs_000000_000010,vatex_caption,5,15,2,13.333333333333334,1,1,0,0,1,1,0,0
ShSSAEfnyDs_000000_000010,vatex_caption,6,28,2,17.857142857142858,0,1,1,0,0,2,3,0
ShSSAEfnyDs_000000_000010,vatex_caption,7,14,3,28.571428571428573,1,1,0,1,1,2,0,1
ShSSAEfnyDs_000000_000010,vatex_caption,8,11,2,27.272727272727273,1,0,1,0,2,0,1,0
ShSSAEfnyDs_000000_000010,vatex_caption,9,15,1,13.333333333333334,1,0,0,0,2,0,0,0
gFBO3zrod9Y_000005_000015,professional_ad,0,52,3,7.6923076923076925,1,1,1,0,1,2,1,0
gFBO3zrod9Y_000005_000015,vatex_caption,0,12,1,16.666666666666668,1,0,0,0,2,0,0,0
gFBO3zrod9Y_000005_000015,vatex_caption,1,16,1,6.25,1,0,0,0,1,0,0,0
gFBO3zrod9Y_000005_000015,vatex_caption,2,16,0,0.0,0,0,0,0,0,0,0,0
gFBO3zrod9Y_000005_000015,vatex_caption,3,16,0,0.0,0,0,0,0,0,0,0,0
gFBO3zrod9Y_000005_000015,vatex_caption,4,13,2,23.076923076923077,1,0,1,0,2,0,1,0
gFBO3zrod9Y_000005_000015,vatex_caption,5,15,2,13.333333333333334,1,1,0,0,1,1,0,0
gFBO3zrod9Y_000005_000015,vatex_caption,6,14,1,7.142857142857143,1,0,0,0,1,0,0,0
gFBO3zrod9Y_000005_000015,vatex_caption,7,16,1,6.25,1,0,0,0,1,0,0,0
gFBO3zrod9Y_000005_000015,vatex_caption,8,13,2,15.384615384615385,1,1,0,0,1,1,0,0
gFBO3zrod9Y_000005_000015,vatex_caption,9,17,2,17.647058823529413,0,1,1,0,0,2,1,0
750QhTe9Z4U_000000_000010,professional_ad,0,59,3,13.559322033898304,1,1,1,0,4,2,2,0
750QhTe9Z4U_000000_000010,vatex_caption,0,14,1,7.142857142857143,0,1,0,0,0,1,0,0
750QhTe9Z4U_000000_000010,vatex_caption,1,16,1,12.5,1,0,0,0,2,0,0,0
750QhTe9Z4U_000000_000010,vatex_caption,2,12,2,16.666666666666668,1,0,1,0,1,0,1,0
750QhTe9Z4U_000000_000010,vatex_caption,3,13,2,30.76923076923077,1,1,0,0,2,2,0,0
750QhTe9Z4U_000000_000010,vatex_caption,4,15,2,20.0,1,1,0,0,2,1,0,0
750QhTe9Z4U_000000_000010,vatex_caption,5,13,3,30.76923076923077,1,1,1,0,1,1,2,0
750QhTe9Z4U_000000_000010,vatex_caption,6,12,2,25.0,1,1,0,0,2,1,0,0
750QhTe9Z4U_000000_000010,vatex_caption,7,10,2,30.0,1,1,0,0,2,1,0,0
750QhTe9Z4U_000000_000010,vatex_caption,8,14,3,28.571428571428573,1,1,0,1,2,1,0,1
750QhTe9Z4U_000000_000010,vatex_caption,9,15,2,20.0,1,0,1,0,1,0,2,0
1kLhK8KfIEw_000020_000030,professional_ad,0,34,3,14.705882352941176,1,1,1,0,1,2,2,0
1kLhK8KfIEw_000020_000030,vatex_caption,0,12,3,25.0,1,1,1,0,1,1,1,0
1kLhK8KfIEw_000020_000030,vatex_caption,1,15,2,13.333333333333334,1,1,0,0,1,1,0,0
1kLhK8KfIEw_000020_000030,vatex_caption,2,15,3,26.666666666666668,1,1,1,0,1,1,2,0
1kLhK8KfIEw_000020_000030,vatex_caption,3,16,2,18.75,1,1,0,0,1,2,0,0
1kLhK8KfIEw_000020_000030,vatex_caption,4,15,3,20.0,1,1,1,0,1,1,1,0
1kLhK8KfIEw_000020_000030,vatex_caption,5,15,2,20.0,1,1,0,0,1,2,0,0
1kLhK8KfIEw_000020_000030,vatex_caption,6,11,1,9.090909090909092,1,0,0,0,1,0,0,0
1kLhK8KfIEw_000020_000030,vatex_caption,7,12,2,16.666666666666668,1,1,0,0,1,1,0,0
1kLhK8KfIEw_000020_000030,vatex_caption,8,21,3,23.80952380952381,1,1,1,0,1,2,2,0
1kLhK8KfIEw_000020_000030,vatex_caption,9,12,1,8.333333333333334,1,0,0,0,1,0,0,0
LRtwpDIf6iY_000136_000146,professional_ad,0,44,4,13.636363636363637,1,1,1,1,2,2,1,1
LRtwpDIf6iY_000136_000146,vatex_caption,0,15,2,20.0,1,1,0,0,2,1,0,0
LRtwpDIf6iY_000136_000146,vatex_caption,1,10,1,20.0,1,0,0,0,2,0,0,0
LRtwpDIf6iY_000136_000146,vatex_caption,2,13,3,23.076923076923077,1,0,1,1,1,0,1,1
LRtwpDIf6iY_000136_000146,vatex_caption,3,16,1,6.25,1,0,0,0,1,0,0,0
LRtwpDIf6iY_000136_000146,vatex_caption,4,16,1,6.25,1,0,0,0,1,0,0,0
LRtwpDIf6iY_000136_000146,vatex_caption,5,20,1,5.0,1,0,0,0,1,0,0,0
LRtwpDIf6iY_000136_000146,vatex_caption,6,15,2,20.0,1,0,1,0,2,0,1,0
LRtwpDIf6iY_000136_000146,vatex_caption,7,15,4,40.0,1,1,1,1,3,1,1,1
LRtwpDIf6iY_000136_000146,vatex_caption,8,11,0,0.0,0,0,0,0,0,0,0,0
LRtwpDIf6iY_000136_000146,vatex_caption,9,14,2,14.285714285714286,1,0,1,0,1,0,1,0
lgJywzzdUC8_000000_000010,professional_ad,0,53,2,3.7735849056603774,0,1,1,0,0,1,1,0
lgJywzzdUC8_000000_000010,vatex_caption,0,16,2,12.5,0,1,1,0,0,1,1,0
lgJywzzdUC8_000000_000010,vatex_caption,1,13,0,0.0,0,0,0,0,0,0,0,0
lgJywzzdUC8_000000_000010,vatex_caption,2,18,1,5.555555555555555,1,0,0,0,1,0,0,0
lgJywzzdUC8_000000_000010,vatex_caption,3,11,1,9.090909090909092,0,1,0,0,0,1,0,0
lgJywzzdUC8_000000_000010,vatex_caption,4,16,1,6.25,0,0,1,0,0,0,1,0
lgJywzzdUC8_000000_000010,vatex_caption,5,11,2,18.181818181818183,1,1,0,0,1,1,0,0
lgJywzzdUC8_000000_000010,vatex_caption,6,15,2,20.0,1,1,0,0,1,2,0,0
lgJywzzdUC8_000000_000010,vatex_caption,7,14,0,0.0,0,0,0,0,0,0,0,0
lgJywzzdUC8_000000_000010,vatex_caption,8,26,1,3.8461538461538463,0,1,0,0,0,1,0,0
lgJywzzdUC8_000000_000010,vatex_caption,9,11,3,27.272727272727273,1,1,1,0,1,1,1,0
KFcH6BYZWhc_000011_000021,professional_ad,0,67,3,13.432835820895523,1,0,1,1,3,0,4,2
